OverallCond,latest_contruction,TotalBsmtSF,GrLivArea,GarageArea,SalePrice,indicator
5,2006,1814.0,1826,758.0,319000.0,1
7,1993,684.0,1368,216.0,114504.0,1
5,2007,1258.0,1402,648.0,194201.0,1
6,1977,1430.0,1647,621.0,217500.0,1
6,1980,716.0,1556,452.0,151000.0,1
5,2005,1058.0,1904,736.0,275000.0,1
6,1950,780.0,1375,544.0,141000.0,1
5,1992,908.0,1915,506.0,220000.0,1
5,2005,600.0,1200,480.0,151000.0,1
5,2002,1494.0,1494,530.0,221000.0,1
6,1990,768.0,1986,486.0,205000.0,1
5,1996,1040.0,1040,576.0,152000.0,1
8,2002,896.0,2008,230.0,225000.0,1
6,1998,965.0,3194,380.0,359100.0,1
5,1961,1029.0,1029,261.0,118500.0,1
5,2000,1440.0,2153,736.0,313000.0,1
6,1978,1032.0,1032,564.0,148000.0,1
5,2001,1299.0,1872,531.0,261500.0,1
5,2007,1120.0,1120,0.0,147000.0,1
6,1972,630.0,630,0.0,75500.0,1
7,1963,936.0,1054,480.0,137500.0,1
5,2003,783.0,1509,393.0,183200.0,1
6,1954,832.0,832,528.0,105500.0,1
5,2007,1822.0,1828,774.0,314813.0,1
5,2003,1482.0,2262,749.0,305000.0,1
3,1950,864.0,864,0.0,67000.0,1
7,1997,1522.0,2614,624.0,240000.0,1
6,1977,980.0,980,484.0,135000.0,1
5,2000,756.0,1512,440.0,168500.0,1
5,1972,732.0,1790,484.0,165150.0,1
6,1962,1116.0,1116,440.0,160000.0,1
5,1978,978.0,1422,286.0,139900.0,1
6,1972,1156.0,1520,364.0,153000.0,1
5,1969,1040.0,2080,504.0,135000.0,1
5,1964,1248.0,1350,520.0,168500.0,1
6,1991,636.0,1750,240.0,124000.0,1
5,2006,1554.0,1554,627.0,209500.0,1
5,1977,1386.0,1411,544.0,82500.0,1
7,2005,1056.0,1056,260.0,139400.0,1
5,1980,1056.0,1056,576.0,144000.0,1
7,1995,1440.0,3395,0.0,200000.0,1
3,1950,264.0,800,0.0,60000.0,1
4,1954,811.0,1387,256.0,93000.0,1
7,1950,796.0,796,0.0,85000.0,1
5,2006,1520.0,1567,648.0,264561.0,1
5,2004,1518.0,1518,588.0,274000.0,1
5,2001,1057.0,1929,650.0,226000.0,1
7,1995,1952.0,2704,538.0,345000.0,1
5,1969,780.0,1620,462.0,152000.0,1
5,2009,1766.0,1766,478.0,370878.0,1
5,1971,981.0,981,576.0,143250.0,1
5,1950,0.0,1048,420.0,98300.0,1
5,1953,1094.0,1094,495.0,155000.0,1
5,1966,756.0,1839,442.0,155000.0,1
6,1970,630.0,630,0.0,84500.0,1
6,2007,813.0,1665,562.0,205950.0,1
5,1950,755.0,1510,296.0,108000.0,1
5,1996,880.0,1716,512.0,191000.0,1
7,1995,756.0,1469,216.0,135000.0,1
6,1995,2109.0,2113,839.0,350000.0,1
5,1971,525.0,1092,264.0,88000.0,1
7,2006,1053.0,1053,312.0,145500.0,1
6,2000,776.0,1502,270.0,149000.0,1
5,1950,912.0,1458,330.0,97500.0,1
7,1999,1486.0,1486,480.0,167000.0,1
7,1976,793.0,1935,550.0,197900.0,1
7,2005,1629.0,2448,711.0,402000.0,1
3,1968,1392.0,1392,576.0,110000.0,1
5,1972,1138.0,1181,588.0,137500.0,1
5,2006,2077.0,2097,1134.0,423000.0,1
5,2000,1406.0,1936,504.0,230500.0,1
5,1979,1021.0,2380,596.0,129000.0,1
5,1998,1408.0,1679,575.0,193500.0,1
6,1987,1188.0,1437,576.0,168000.0,1
5,1950,700.0,1180,252.0,137500.0,1
5,2005,738.0,1476,540.0,173500.0,1
6,1950,672.0,1369,300.0,103600.0,1
6,1977,1208.0,1208,546.0,165000.0,1
7,2004,1477.0,1839,416.0,257500.0,1
6,1965,1136.0,1136,384.0,140000.0,1
6,1978,855.0,1441,440.0,148500.0,1
2,1950,1095.0,1774,779.0,87000.0,1
8,2006,768.0,792,240.0,109500.0,1
5,2008,2046.0,2046,834.0,372500.0,1
5,1961,988.0,988,572.0,128500.0,1
5,1980,923.0,923,264.0,143000.0,1
5,2000,793.0,1520,281.0,159434.0,1
5,1997,1291.0,1291,431.0,173000.0,1
5,2002,1626.0,1668,702.0,285000.0,1
5,1998,1195.0,1839,486.0,221000.0,1
5,1984,1190.0,2090,577.0,207500.0,1
6,2007,874.0,1761,578.0,227875.0,1
5,2004,551.0,1102,480.0,148800.0,1
6,2007,1419.0,1419,567.0,392000.0,1
5,2006,1362.0,1362,460.0,194700.0,1
5,2004,848.0,848,420.0,141000.0,1
6,1995,2444.0,4316,832.0,755000.0,1
5,1990,1210.0,2519,628.0,335000.0,1
6,1968,1073.0,1073,326.0,108480.0,1
6,1950,927.0,1539,576.0,141500.0,1
6,1987,1112.0,1137,551.0,176000.0,1
7,1950,616.0,616,205.0,89000.0,1
7,1952,980.0,1148,308.0,123500.0,1
8,2009,894.0,894,336.0,138500.0,1
5,2004,1391.0,1391,530.0,196000.0,1
5,2002,1800.0,1800,765.0,312500.0,1
5,1969,1164.0,1164,528.0,140000.0,1
5,2006,1234.0,2576,666.0,361919.0,1
9,1996,360.0,1812,672.0,140000.0,1
5,2005,1473.0,1484,606.0,213000.0,1
5,1950,0.0,1092,0.0,55000.0,1
5,2002,1643.0,1824,739.0,302000.0,1
5,2006,1324.0,1324,550.0,254000.0,1
5,2007,728.0,1456,400.0,179540.0,1
7,1966,876.0,904,408.0,109900.0,1
6,2003,270.0,729,0.0,52000.0,1
7,1950,859.0,1178,384.0,102776.0,1
5,1989,1228.0,1228,472.0,189000.0,1
5,1970,960.0,960,576.0,129000.0,1
8,2005,725.0,1479,475.0,130500.0,1
5,1974,1064.0,1350,478.0,165000.0,1
8,1998,718.0,2554,704.0,159500.0,1
6,2000,1176.0,1178,439.0,157000.0,1
5,1994,1311.0,2418,983.0,341000.0,1
6,1969,971.0,971,300.0,128500.0,1
5,1985,1742.0,1742,564.0,275000.0,1
5,2004,848.0,848,420.0,143000.0,1
7,1970,864.0,864,463.0,124500.0,1
6,1972,941.0,1470,548.0,135000.0,1
5,2008,1698.0,1698,768.0,320000.0,1
6,1970,864.0,864,660.0,120500.0,1
9,2007,880.0,1680,540.0,222000.0,1
5,2007,1232.0,1232,632.0,194500.0,1
5,1958,1584.0,1776,888.0,110000.0,1
5,1950,780.0,1208,539.0,103000.0,1
5,1996,1595.0,1616,608.0,236500.0,1
5,2003,868.0,1146,438.0,187500.0,1
5,1999,1153.0,2031,541.0,222500.0,1
6,1983,864.0,1144,264.0,131400.0,1
5,1968,948.0,948,300.0,108000.0,1
7,1970,880.0,1768,320.0,163000.0,1
4,1950,0.0,1040,400.0,93500.0,1
5,2005,893.0,1801,800.0,239900.0,1
5,1988,1200.0,1200,0.0,179000.0,1
5,2004,864.0,1728,572.0,190000.0,1
7,2002,264.0,1432,360.0,132000.0,1
8,1996,912.0,912,288.0,142000.0,1
5,2001,1349.0,1349,539.0,179000.0,1
6,1999,520.0,1464,480.0,175000.0,1
5,1993,1337.0,1337,462.0,180000.0,1
9,1996,1142.0,2715,831.0,299800.0,1
5,2000,952.0,2256,554.0,236000.0,1
7,2003,1240.0,2640,864.0,265979.0,1
5,1996,1720.0,1720,527.0,260400.0,1
3,1950,0.0,1529,240.0,98000.0,1
7,2004,576.0,1140,0.0,96500.0,1
5,2003,660.0,1320,400.0,162000.0,1
5,1997,1479.0,1494,576.0,217000.0,1
5,2005,1030.0,2098,878.0,275500.0,1
8,2005,1026.0,1026,440.0,156000.0,1
5,1999,729.0,1471,440.0,172500.0,1
5,2007,866.0,1768,578.0,212000.0,1
5,1978,672.0,1386,440.0,158900.0,1
5,1999,744.0,1501,440.0,179400.0,1
5,1995,1318.0,2531,752.0,290000.0,1
6,1959,864.0,864,300.0,127500.0,1
5,1950,1145.0,1301,440.0,100000.0,1
5,2009,756.0,1547,614.0,215200.0,1
5,1999,1252.0,2365,856.0,337000.0,1
5,1996,1494.0,1494,481.0,270000.0,1
5,2008,1498.0,1506,592.0,264132.0,1
5,1988,980.0,1714,496.0,196500.0,1
7,1985,983.0,1750,423.0,160000.0,1
5,2005,1860.0,1836,484.0,216837.0,1
5,2003,1650.0,3279,841.0,538000.0,1
5,1982,858.0,858,576.0,134900.0,1
5,1951,836.0,1220,396.0,102000.0,1
5,1976,1029.0,1117,672.0,107000.0,1
5,1958,912.0,912,275.0,114500.0,1
5,2006,1935.0,1973,895.0,395000.0,1
5,1998,1204.0,1204,412.0,162000.0,1
5,2006,1614.0,1614,865.0,221500.0,1
5,1974,864.0,894,440.0,142500.0,1
5,1977,0.0,2020,630.0,144000.0,1
5,1977,975.0,1004,504.0,135000.0,1
5,1996,1237.0,1253,402.0,176000.0,1
5,1992,761.0,1603,484.0,175900.0,1
5,2002,1413.0,1430,605.0,187100.0,1
6,1978,1097.0,1110,602.0,165500.0,1
6,2001,742.0,1484,0.0,128000.0,1
5,1967,1372.0,1342,457.0,161500.0,1
6,1950,686.0,1652,416.0,139000.0,1
5,2004,956.0,2084,618.0,233000.0,1
7,2000,901.0,901,281.0,107900.0,1
8,2007,832.0,2087,444.0,187500.0,1
5,2006,1145.0,1145,397.0,160200.0,1
5,1976,1029.0,1062,539.0,146800.0,1
5,1997,1117.0,2013,455.0,269790.0,1
5,2007,1496.0,1496,474.0,225000.0,1
5,1996,712.0,1895,409.0,194500.0,1
6,1981,650.0,1564,476.0,171000.0,1
5,1977,660.0,1285,528.0,143500.0,1
5,1953,773.0,773,240.0,110000.0,1
5,2009,1926.0,3140,820.0,485000.0,1
7,1950,731.0,1768,240.0,175000.0,1
5,1997,616.0,1688,603.0,200000.0,1
7,1990,1196.0,1196,440.0,109900.0,1
5,2005,728.0,1456,410.0,189000.0,1
5,2009,1734.0,2822,1020.0,582933.0,1
5,1954,936.0,1128,286.0,118000.0,1
5,2008,1417.0,1428,554.0,227680.0,1
5,1967,980.0,980,384.0,135500.0,1
6,2004,1324.0,1576,528.0,223500.0,1
5,1966,1024.0,1086,484.0,159950.0,1
5,1965,849.0,2138,360.0,106000.0,1
6,1999,1040.0,1309,484.0,181000.0,1
5,2004,848.0,848,420.0,144500.0,1
5,1952,540.0,1044,504.0,55993.0,1
6,1958,1442.0,1442,301.0,157900.0,1
7,1950,686.0,1250,280.0,116000.0,1
5,1998,1649.0,1661,598.0,224900.0,1
6,1954,1008.0,1008,275.0,137000.0,1
5,2002,1568.0,1689,857.0,271000.0,1
7,1971,1010.0,1052,440.0,155000.0,1
5,2010,1358.0,1358,484.0,224000.0,1
5,2003,798.0,1640,595.0,183000.0,1
4,1953,936.0,936,576.0,93000.0,1
5,2003,847.0,1733,433.0,225000.0,1
7,1950,778.0,1489,240.0,139500.0,1
5,2006,1489.0,1489,776.0,232600.0,1
5,2008,2078.0,2084,1220.0,385000.0,1
6,1950,784.0,784,0.0,109500.0,1
5,2001,1454.0,1434,527.0,189000.0,1
5,1967,1013.0,2126,538.0,185000.0,1
5,2005,600.0,1223,480.0,147400.0,1
5,1957,1392.0,1392,458.0,166000.0,1
5,2005,600.0,1200,480.0,151000.0,1
6,2003,941.0,1829,613.0,237000.0,1
6,1964,1516.0,1516,472.0,167000.0,1
6,1961,1144.0,1144,456.0,139950.0,1
7,1995,1067.0,1067,436.0,128000.0,1
6,1973,1559.0,1559,812.0,153500.0,1
5,1973,483.0,987,264.0,100000.0,1
6,2006,1099.0,1099,352.0,144000.0,1
6,1995,768.0,1200,240.0,130500.0,1
8,1950,672.0,1482,400.0,140000.0,1
8,2002,650.0,1539,686.0,157500.0,1
7,1966,1127.0,1165,490.0,174900.0,1
4,1961,1800.0,1800,0.0,141000.0,1
8,1950,876.0,1416,720.0,153900.0,1
5,1981,1390.0,1701,611.0,171000.0,1
5,1993,740.0,1775,425.0,213000.0,1
6,1972,864.0,864,338.0,133500.0,1
8,1997,907.0,2358,360.0,240000.0,1
7,1994,528.0,1855,512.0,187000.0,1
5,2003,848.0,848,420.0,131500.0,1
5,2003,1273.0,1456,400.0,215000.0,1
5,1950,918.0,1646,240.0,164000.0,1
6,1964,1127.0,1445,645.0,158000.0,1
4,1974,1763.0,1779,454.0,170000.0,1
8,2010,1040.0,1040,260.0,127000.0,1
6,1978,940.0,1026,576.0,147000.0,1
5,1995,702.0,1481,343.0,174000.0,1
5,1976,1090.0,1370,479.0,152000.0,1
7,1984,1054.0,2654,619.0,250000.0,1
8,1998,912.0,1426,216.0,189950.0,1
4,1965,1039.0,1039,504.0,131500.0,1
5,1985,1040.0,1097,480.0,152000.0,1
5,1959,1148.0,1148,672.0,132500.0,1
5,2008,1372.0,1372,529.0,250580.0,1
6,1970,1002.0,1002,902.0,148500.0,1
5,2007,1638.0,1646,870.0,248900.0,1
5,1961,1040.0,1120,544.0,129000.0,1
6,1950,0.0,2320,672.0,169000.0,1
5,1994,1050.0,1949,574.0,236000.0,1
5,1962,894.0,894,308.0,109500.0,1
5,1998,804.0,1682,523.0,200500.0,1
7,1996,105.0,910,414.0,116000.0,1
7,1950,832.0,1268,288.0,133000.0,1
6,1950,676.0,1131,200.0,66500.0,1
5,2007,1184.0,2610,550.0,303477.0,1
5,1963,1064.0,1040,648.0,132250.0,1
5,2005,1462.0,2224,738.0,350000.0,1
7,1995,1109.0,1155,576.0,148000.0,1
8,2005,864.0,864,336.0,136500.0,1
5,2006,1090.0,1090,450.0,157000.0,1
5,1991,1156.0,1717,400.0,187500.0,1
5,1993,808.0,1593,389.0,178000.0,1
5,1950,795.0,2230,440.0,118500.0,1
5,1967,892.0,892,288.0,100000.0,1
5,2000,1698.0,1709,506.0,328900.0,1
5,2005,1626.0,1712,588.0,145000.0,1
7,1955,816.0,1393,300.0,135500.0,1
6,1970,2217.0,2217,621.0,268000.0,1
4,1953,1505.0,1505,505.0,149500.0,1
7,2006,672.0,924,576.0,122900.0,1
5,1978,918.0,1683,440.0,172500.0,1
8,2003,1059.0,1068,264.0,154500.0,1
5,1954,1383.0,1383,354.0,165000.0,1
5,1979,0.0,1535,400.0,118858.0,1
5,1963,780.0,1796,483.0,140000.0,1
6,1950,951.0,951,327.0,106500.0,1
5,1979,0.0,2240,528.0,142953.0,1
5,2010,2330.0,2364,820.0,611657.0,1
7,1994,912.0,1236,288.0,135000.0,1
6,1971,858.0,858,684.0,110000.0,1
7,2000,992.0,1306,756.0,153000.0,1
5,2003,783.0,1509,393.0,180000.0,1
5,2006,1670.0,1670,690.0,240000.0,1
6,1967,876.0,902,288.0,125500.0,1
5,1954,1056.0,1063,280.0,128000.0,1
5,2006,1623.0,1636,865.0,255000.0,1
7,1987,1017.0,2057,180.0,250000.0,1
5,1983,864.0,902,484.0,131000.0,1
5,2005,742.0,1484,390.0,174000.0,1
5,1960,1105.0,2274,480.0,154300.0,1
7,1989,1268.0,1268,252.0,143500.0,1
7,1950,768.0,1015,450.0,88000.0,1
6,1950,1001.0,2002,871.0,145000.0,1
5,2009,612.0,1224,528.0,173733.0,1
5,1970,546.0,1092,286.0,75000.0,1
3,1950,480.0,480,308.0,35311.0,1
6,1956,1134.0,1229,284.0,135000.0,1
5,1991,1104.0,2127,833.0,238000.0,1
8,2002,1184.0,1414,601.0,176500.0,1
5,1994,928.0,1721,471.0,201000.0,1
7,2003,1272.0,2200,0.0,145900.0,1
5,2006,1316.0,1316,397.0,169990.0,1
5,1994,1604.0,1617,533.0,193000.0,1
6,1980,1686.0,1686,612.0,207500.0,1
6,1977,1126.0,1126,540.0,175000.0,1
5,2004,1181.0,2374,656.0,285000.0,1
5,1968,832.0,1978,486.0,176000.0,1
5,2001,1753.0,1788,522.0,236500.0,1
5,1997,964.0,2236,642.0,222000.0,1
5,2007,1466.0,1466,610.0,201000.0,1
6,1965,925.0,925,429.0,117500.0,1
5,2006,1905.0,1905,788.0,320000.0,1
5,2004,1500.0,1500,570.0,190000.0,1
7,2007,585.0,2069,505.0,242000.0,1
5,1953,600.0,747,528.0,79900.0,1
5,2003,1176.0,1200,555.0,184900.0,1
5,2005,1113.0,1971,689.0,253000.0,1
5,2006,1391.0,1962,868.0,239799.0,1
7,1950,1032.0,2403,349.0,244400.0,1
5,1976,1728.0,1728,574.0,150900.0,1
5,1999,992.0,2060,390.0,214000.0,1
3,1977,1440.0,1440,0.0,150000.0,1
4,1967,1632.0,1632,576.0,143000.0,1
6,1958,819.0,1344,525.0,137500.0,1
6,1996,1088.0,1869,456.0,124900.0,1
6,1959,1144.0,1144,796.0,143000.0,1
5,2003,1616.0,1629,808.0,270000.0,1
5,2002,936.0,1776,474.0,192500.0,1
7,2006,1161.0,1381,676.0,197500.0,1
8,2002,864.0,864,720.0,129000.0,1
5,1965,828.0,965,300.0,119900.0,1
8,2003,768.0,768,396.0,133900.0,1
4,1969,784.0,1968,530.0,172000.0,1
5,1975,945.0,980,0.0,127500.0,1
6,1950,979.0,1958,492.0,145000.0,1
6,1980,561.0,1229,462.0,124000.0,1
5,1962,1057.0,1057,576.0,132000.0,1
5,2003,1337.0,1337,531.0,185000.0,1
5,1999,696.0,1416,484.0,155000.0,1
7,2008,858.0,858,0.0,116500.0,1
7,1995,1330.0,2872,619.0,272000.0,1
6,1976,804.0,1548,440.0,155000.0,1
5,2007,1800.0,1800,702.0,239000.0,1
5,2003,817.0,1894,510.0,214900.0,1
5,2007,783.0,1484,393.0,178900.0,1
7,1950,728.0,1308,256.0,160000.0,1
7,1955,1098.0,1098,260.0,135000.0,1
6,1950,600.0,968,0.0,37900.0,1
5,1958,588.0,1095,264.0,140000.0,1
4,1950,720.0,1192,0.0,135000.0,1
5,2004,764.0,1626,474.0,173000.0,1
5,1979,918.0,918,264.0,99500.0,1
5,2008,1428.0,1428,480.0,182000.0,1
8,1993,728.0,2019,532.0,167500.0,1
5,2000,673.0,1382,490.0,165000.0,1
7,1958,440.0,869,0.0,85500.0,1
5,2007,1241.0,1241,569.0,199900.0,1
5,1954,894.0,894,400.0,110000.0,1
6,1963,1121.0,1121,480.0,139000.0,1
9,2007,944.0,999,588.0,178400.0,1
5,1999,1225.0,2612,676.0,336000.0,1
5,2007,1266.0,1266,388.0,159895.0,1
5,2002,1128.0,2290,779.0,255900.0,1
5,1977,0.0,1734,539.0,126000.0,1
5,1950,1164.0,1164,240.0,125000.0,1
8,2003,485.0,1635,255.0,117000.0,1
5,2010,1930.0,1940,606.0,395192.0,1
6,1976,848.0,2030,551.0,195000.0,1
5,2006,770.0,1576,614.0,197000.0,1
5,1998,1396.0,2392,870.0,348000.0,1
9,1986,916.0,1742,424.0,168000.0,1
8,1993,822.0,1851,440.0,187000.0,1
5,2006,750.0,1500,564.0,173900.0,1
5,2007,1700.0,1718,786.0,337500.0,1
7,1950,747.0,1230,305.0,121600.0,1
6,1961,1050.0,1050,368.0,136500.0,1
6,1970,1442.0,1442,615.0,185000.0,1
4,1950,1007.0,1077,210.0,91000.0,1
5,2006,1187.0,1208,632.0,206000.0,1
3,1952,0.0,944,528.0,82000.0,1
6,1950,691.0,691,216.0,86000.0,1
5,2006,1574.0,1574,824.0,232000.0,1
6,1976,1680.0,1680,528.0,136905.0,1
5,2006,1346.0,1504,457.0,181000.0,1
8,1977,985.0,985,328.0,149900.0,1
3,1970,1657.0,1657,484.0,163500.0,1
4,1970,546.0,1092,286.0,88000.0,1
5,2005,1710.0,1710,550.0,240000.0,1
5,1950,1008.0,1522,0.0,102000.0,1
5,1950,720.0,1271,312.0,135000.0,1
5,1965,0.0,1664,0.0,100000.0,1
7,1996,602.0,1502,180.0,165000.0,1
4,2006,1022.0,1022,280.0,85000.0,1
5,1950,1082.0,1082,240.0,119200.0,1
6,2001,810.0,1665,528.0,227000.0,1
5,1996,1504.0,1504,478.0,203000.0,1
5,1984,1220.0,1360,565.0,187500.0,1
5,1992,384.0,1472,402.0,160000.0,1
5,2005,1362.0,1506,440.0,213490.0,1
5,2005,1132.0,1132,451.0,176000.0,1
5,2006,1199.0,1220,632.0,194000.0,1
5,1950,912.0,1248,160.0,87000.0,1
5,2006,1346.0,1504,437.0,191000.0,1
6,1976,1565.0,2898,665.0,287000.0,1
5,1972,882.0,882,461.0,112500.0,1
5,1960,1268.0,1264,461.0,167500.0,1
5,2008,1638.0,1646,800.0,293077.0,1
5,1950,768.0,1376,240.0,105000.0,1
7,1972,672.0,1218,264.0,118000.0,1
8,1995,686.0,1928,0.0,160000.0,1
3,1970,824.0,3082,672.0,197000.0,1
7,1993,1338.0,2520,796.0,310000.0,1
5,2002,1654.0,1654,900.0,230000.0,1
7,1950,920.0,954,240.0,119750.0,1
3,1957,0.0,845,290.0,84000.0,1
5,2008,1620.0,1620,912.0,315500.0,1
5,2002,1055.0,2263,905.0,287000.0,1
6,2008,546.0,1344,0.0,97000.0,1
4,1970,630.0,630,286.0,80000.0,1
4,2000,1134.0,1803,484.0,155000.0,1
8,2000,800.0,1632,484.0,173000.0,1
5,2005,1306.0,1306,624.0,196000.0,1
5,1990,1475.0,2329,514.0,262280.0,1
5,1981,2524.0,2524,542.0,278000.0,1
5,1955,0.0,1733,452.0,139600.0,1
5,2006,1992.0,2868,716.0,556581.0,1
5,1995,990.0,990,672.0,145000.0,1
4,2006,0.0,1771,336.0,115000.0,1
7,2006,0.0,930,308.0,84900.0,1
5,2007,1302.0,1302,436.0,176485.0,1
5,2007,1316.0,1316,440.0,200141.0,1
6,1978,816.0,1977,540.0,165000.0,1
6,2002,1216.0,1526,364.0,144500.0,1
5,2002,1065.0,1989,586.0,255000.0,1
5,1976,1193.0,1523,478.0,180000.0,1
5,2005,1364.0,1364,484.0,185850.0,1
6,1994,973.0,1850,467.0,248000.0,1
5,2008,1104.0,2184,836.0,335000.0,1
7,1950,854.0,1991,432.0,220000.0,1
5,2001,1338.0,1338,582.0,213500.0,1
4,1950,894.0,894,1248.0,81000.0,1
5,1950,662.0,2337,560.0,90000.0,1
6,1980,1103.0,1103,440.0,110500.0,1
6,1966,1154.0,1154,480.0,154000.0,1
5,1997,1306.0,2260,533.0,328000.0,1
7,1994,799.0,1571,380.0,178000.0,1
6,1964,780.0,1611,442.0,167900.0,1
4,1973,942.0,2521,576.0,151400.0,1
7,2003,845.0,893,576.0,135000.0,1
5,1956,1048.0,1048,286.0,135000.0,1
6,1968,727.0,1556,441.0,154000.0,1
3,1950,810.0,1456,280.0,91500.0,1
6,1977,690.0,1426,440.0,159500.0,1
5,2006,1240.0,1240,826.0,194000.0,1
6,1984,800.0,1740,240.0,219500.0,1
8,1989,796.0,1466,566.0,170000.0,1
5,1969,1096.0,1096,299.0,138800.0,1
5,2004,848.0,848,420.0,155900.0,1
5,1994,990.0,990,299.0,126000.0,1
7,2004,1258.0,1258,528.0,145000.0,1
5,1963,1040.0,1040,308.0,133000.0,1
5,2002,1459.0,1459,527.0,192000.0,1
6,1964,1251.0,1251,461.0,160000.0,1
5,1996,691.0,1498,409.0,187500.0,1
6,1992,936.0,996,564.0,147000.0,1
5,1973,546.0,1092,286.0,83500.0,1
5,2006,1082.0,1953,1043.0,252000.0,1
5,2004,970.0,1709,380.0,137500.0,1
5,2005,1247.0,1247,550.0,197000.0,1
4,1950,0.0,1040,400.0,92900.0,1
5,2000,600.0,1252,462.0,160000.0,1
5,1950,1181.0,1694,576.0,136500.0,1
8,1998,864.0,1200,884.0,146000.0,1
7,2000,936.0,936,308.0,129000.0,1
5,2006,1314.0,1314,440.0,176432.0,1
7,2006,684.0,1355,0.0,127000.0,1
5,1986,1074.0,1088,461.0,170000.0,1
6,1950,672.0,1324,240.0,128000.0,1
5,1978,1271.0,1601,478.0,157000.0,1
5,1950,290.0,438,246.0,60000.0,1
5,1971,950.0,950,280.0,119500.0,1
7,2002,1010.0,1134,254.0,135000.0,1
6,1959,655.0,1194,539.0,159500.0,1
5,1970,630.0,1302,440.0,106000.0,1
5,1995,1463.0,2622,712.0,325000.0,1
5,1991,910.0,1442,719.0,179900.0,1
5,2006,868.0,2021,422.0,274725.0,1
5,2000,924.0,1690,463.0,181000.0,1
5,2005,1836.0,1836,862.0,280000.0,1
5,1996,773.0,1658,431.0,188000.0,1
6,1976,803.0,1964,483.0,205000.0,1
7,1957,816.0,816,308.0,129900.0,1
7,2006,1008.0,1008,240.0,134500.0,1
7,2000,833.0,833,326.0,117000.0,1
5,2007,1734.0,1734,928.0,318000.0,1
5,2002,408.0,1419,527.0,184100.0,1
7,2003,894.0,894,450.0,130000.0,1
6,1987,533.0,1601,300.0,140000.0,1
5,1959,1040.0,1040,286.0,133700.0,1
5,1950,1012.0,1012,308.0,118400.0,1
5,2006,1552.0,1552,782.0,212900.0,1
3,1956,672.0,960,288.0,112000.0,1
9,2008,698.0,698,0.0,118000.0,1
5,1992,384.0,1482,392.0,163900.0,1
5,1955,1005.0,1005,672.0,115000.0,1
5,2007,1373.0,1555,660.0,174000.0,1
5,2004,1530.0,1530,630.0,259000.0,1
5,2005,847.0,1959,434.0,215000.0,1
5,1980,936.0,936,672.0,140000.0,1
3,1950,1122.0,1981,576.0,135000.0,1
5,1992,974.0,974,0.0,93500.0,1
4,1950,1008.0,2210,205.0,117500.0,1
5,1995,1128.0,2020,466.0,239500.0,1
5,1997,916.0,1600,460.0,169000.0,1
5,1950,960.0,986,180.0,102000.0,1
5,1950,1032.0,1252,288.0,119000.0,1
8,1996,780.0,1020,0.0,94000.0,1
5,1977,1567.0,1567,714.0,196000.0,1
5,1950,915.0,1167,495.0,144000.0,1
7,1951,952.0,952,840.0,139000.0,1
7,1976,780.0,1868,484.0,197500.0,1
5,2007,1466.0,2828,1052.0,424870.0,1
3,1959,1006.0,1006,0.0,80000.0,1
4,1950,672.0,924,280.0,80000.0,1
6,1950,1042.0,1576,225.0,149000.0,1
5,1985,1298.0,1298,403.0,180000.0,1
7,1950,704.0,1564,234.0,174500.0,1
7,1950,572.0,1111,288.0,116900.0,1
9,1988,650.0,1482,324.0,143000.0,1
5,1950,932.0,932,306.0,124000.0,1
4,1959,1466.0,1466,528.0,149900.0,1
7,2004,1073.0,1811,470.0,230000.0,1
8,2007,816.0,816,432.0,120500.0,1
6,1988,864.0,1820,492.0,201800.0,1
8,2004,1437.0,1437,528.0,218000.0,1
8,1999,1219.0,1265,502.0,179900.0,1
5,2008,1314.0,1314,626.0,230000.0,1
5,2008,1580.0,1580,830.0,235128.0,1
6,1974,901.0,1876,540.0,185000.0,1
5,1978,855.0,1456,440.0,146000.0,1
7,2006,1296.0,1640,924.0,224000.0,1
5,1968,894.0,894,450.0,129000.0,1
4,1969,1198.0,1258,400.0,108959.0,1
7,1978,1360.0,1432,588.0,194000.0,1
5,2009,1502.0,1502,644.0,233170.0,1
5,2008,1694.0,1694,776.0,245350.0,1
5,2000,959.0,1671,472.0,173000.0,1
7,1986,1127.0,2108,540.0,235000.0,1
5,1996,1930.0,3627,807.0,625000.0,1
6,1977,1096.0,1118,358.0,171000.0,1
6,1958,1261.0,1261,433.0,163000.0,1
5,2007,625.0,1250,625.0,171900.0,1
6,1994,1598.0,3086,0.0,200500.0,1
8,1950,952.0,2345,360.0,239000.0,1
5,2000,1683.0,2872,541.0,285000.0,1
5,1985,876.0,923,264.0,119500.0,1
8,2004,818.0,1224,210.0,115000.0,1
6,1950,731.0,1343,186.0,154900.0,1
5,1954,0.0,1124,0.0,93000.0,1
5,1991,1216.0,2514,693.0,250000.0,1
5,2008,1600.0,1652,482.0,392500.0,1
5,1996,2396.0,4476,813.0,745000.0,1
6,1950,1120.0,1130,720.0,120000.0,1
4,1963,1572.0,1572,995.0,186700.0,1
7,1950,784.0,1221,392.0,104900.0,1
5,1970,978.0,1699,420.0,95000.0,1
5,1995,1624.0,1624,757.0,262000.0,1
5,2002,831.0,1660,493.0,195000.0,1
5,1999,994.0,1804,442.0,189000.0,1
4,1975,1249.0,1622,1356.0,168000.0,1
5,2000,776.0,1441,492.0,174000.0,1
